pelicula,fecha_estreno,tipo_estreno,duracion,genero,director,calf_medios,calf_usuarios,calf_sensacine,nacionalidad,distribuidora,fecha_produccion,presupuesto,idioma
E.T. The Extra-Terrestrial,1982-12-10,Cines,2h 00min,Ciencia ficción,Steven Spielberg,4.1,4.4,, EE.UU., Universal Pictures International Spain ,1982-01-01,10500000,Inglés
The Departed,2006-10-27,Cines,2h 30min,Crimen,Martin Scorsese,4.7,4.4,2.5, EE.UU., Warner Bros Pictures España ,2006-01-01,90000000,Inglés
The Departed,2006-10-27,Cines,2h 30min,Drama,Martin Scorsese,4.7,4.4,2.5, EE.UU., Warner Bros Pictures España ,2006-01-01,90000000,Inglés
The Departed,2006-10-27,Cines,2h 30min,Suspense,Martin Scorsese,4.7,4.4,2.5, EE.UU., Warner Bros Pictures España ,2006-01-01,90000000,Inglés
Edward Scissorhands,1991-04-12,Cines,1h 45min,Drama,Tim Burton,4.0,4.4,4.0, EE.UU., Twentieth Century Studios España ,1990-01-01,0,Inglés
Edward Scissorhands,1991-04-12,Cines,1h 45min,Fantasía,Tim Burton,4.0,4.4,4.0, EE.UU., Twentieth Century Studios España ,1990-01-01,0,Inglés
Edward Scissorhands,1991-04-12,Cines,1h 45min,Romántico,Tim Burton,4.0,4.4,4.0, EE.UU., Twentieth Century Studios España ,1990-01-01,0,Inglés
The Goonies,1985-07-24,Cines,1h 54min,Aventura,Richard Donner,3.6,4.4,, EE.UU., Warner Bros Pictures España ,1985-01-01,19000000,Inglés
The Goonies,1985-07-24,Cines,1h 54min,Comedia,Richard Donner,3.6,4.4,, EE.UU., Warner Bros Pictures España ,1985-01-01,19000000,Inglés
The Goonies,1985-07-24,Cines,1h 54min,Familia,Richard Donner,3.6,4.4,, EE.UU., Warner Bros Pictures España ,1985-01-01,19000000,Inglés
The Goonies,1985-07-24,Cines,1h 54min,Fantasía,Richard Donner,3.6,4.4,, EE.UU., Warner Bros Pictures España ,1985-01-01,19000000,Inglés
Full Metal Jacket,1989-01-02,Cines,1h 56min,Drama,Stanley Kubrick,4.4,4.4,, EE.UU.,,1987-01-01,19000000,Inglés
Full Metal Jacket,1989-01-02,Cines,1h 56min,Guerra,Stanley Kubrick,4.4,4.4,, EE.UU.,,1987-01-01,19000000,Inglés
Gisaengchung,2019-10-25,Cines,2h 12min,Drama,Bong Joon Ho,4.3,4.4,5.0, Corea del Sur, La Aventura Audiovisual ,2019-01-01,0,Inglés
Gisaengchung,2019-10-25,Cines,2h 12min,Suspense,Bong Joon Ho,4.3,4.4,5.0, Corea del Sur, La Aventura Audiovisual ,2019-01-01,0,Inglés
Spider-Man: No Way Home,2021-12-16,Cines,2h 28min,Acción,Jon Watts,4.0,4.4,4.0, EE.UU., Sony Pictures Releasing de España ,2021-01-01,0,Inglés
Spider-Man: No Way Home,2021-12-16,Cines,2h 28min,Aventura,Jon Watts,4.0,4.4,4.0, EE.UU., Sony Pictures Releasing de España ,2021-01-01,0,Inglés
Spider-Man: No Way Home,2021-12-16,Cines,2h 28min,Fantasía,Jon Watts,4.0,4.4,4.0, EE.UU., Sony Pictures Releasing de España ,2021-01-01,0,Inglés
The Help,2011-10-28,Cines,2h 26min,Drama,Tate Taylor,3.5,4.4,3.0, EE.UU., Walt Disney Studios Motion Picture Spain ,2011-01-01,25000000,Inglés
Reservoir Dogs,1992-10-16,Cines,1h 39min,Crimen,Quentin Tarantino,4.6,4.4,5.0, EE.UU., 39 Escalones ,1992-01-01,1200000,Inglés
Reservoir Dogs,1992-10-16,Cines,1h 39min,Suspense,Quentin Tarantino,4.6,4.4,5.0, EE.UU., 39 Escalones ,1992-01-01,1200000,Inglés
The Boy in the Striped Pyjamas,2008-09-26,Cines,1h 30min,Drama,Mark Herman,3.5,4.4,, EE.UU., Walt Disney Studios Motion Picture Spain ,2008-01-01,5000000,Inglés
The Boy in the Striped Pyjamas,2008-09-26,Cines,1h 30min,Guerra,Mark Herman,3.5,4.4,, EE.UU., Walt Disney Studios Motion Picture Spain ,2008-01-01,5000000,Inglés
Mononoke-Hime,2000-04-07,Cines,2h 15min,Aventura,Hayao Miyazaki,4.3,4.4,5.0, Japón, Vértigo Films España ,1997-01-01,4000000,Japonés
Mononoke-Hime,2000-04-07,Cines,2h 15min,Animación,Hayao Miyazaki,4.3,4.4,5.0, Japón, Vértigo Films España ,1997-01-01,4000000,Japonés
Mononoke-Hime,2000-04-07,Cines,2h 15min,Fantasía,Hayao Miyazaki,4.3,4.4,5.0, Japón, Vértigo Films España ,1997-01-01,4000000,Japonés
Inglourious Basterds,2009-08-21,Cines,2h 33min,Acción,Quentin Tarantino,4.5,4.4,3.0, EE.UU., Universal Pictures International Spain ,2009-01-01,70000000,Inglés
Inglourious Basterds,2009-08-21,Cines,2h 33min,Guerra,Quentin Tarantino,4.5,4.4,3.0, EE.UU., Universal Pictures International Spain ,2009-01-01,70000000,Inglés
Raging Bull,1981-03-20,Cines,2h 09min,Biopic,Martin Scorsese,4.6,4.4,, EE.UU., Lost & Found ,1980-01-01,18000000,Inglés
Raging Bull,1981-03-20,Cines,2h 09min,Drama,Martin Scorsese,4.6,4.4,, EE.UU., Lost & Found ,1980-01-01,18000000,Inglés
Raging Bull,1981-03-20,Cines,2h 09min,Evento deportivo,Martin Scorsese,4.6,4.4,, EE.UU., Lost & Found ,1980-01-01,18000000,Inglés
Titanic,1998-01-09,Cines,3h 14min,Drama,James Cameron,4.3,4.4,2.5, EE.UU., Twentieth Century Studios España ,1997-01-01,200000000,Inglés
Titanic,1998-01-09,Cines,3h 14min,Romántico,James Cameron,4.3,4.4,2.5, EE.UU., Twentieth Century Studios España ,1997-01-01,200000000,Inglés
A Clockwork Orange,1975-06-16,Cines,2h 16min,Drama,Stanley Kubrick,3.7,4.3,, Gran Bretaña, Warner Bros Pictures España ,1971-01-01,2200000,Inglés
A Clockwork Orange,1975-06-16,Cines,2h 16min,Ciencia ficción,Stanley Kubrick,3.7,4.3,, Gran Bretaña, Warner Bros Pictures España ,1971-01-01,2200000,Inglés
A Dog's Purpose,2017-10-06,Cines,1h 41min,Comedia dramática,Lasse Hallström,2.3,4.3,4.0, EE.UU., Tripictures ,2017-01-01,0,Inglés
A Dog's Purpose,2017-10-06,Cines,1h 41min,Familia,Lasse Hallström,2.3,4.3,4.0, EE.UU., Tripictures ,2017-01-01,0,Inglés
The Sting,1974-04-14,Cines,2h 09min,Comedia,George Roy Hill,4.4,4.3,, EE.UU.,,1973-01-01,5500000,Inglés
The Sting,1974-04-14,Cines,2h 09min,Crimen,George Roy Hill,4.4,4.3,, EE.UU.,,1973-01-01,5500000,Inglés
Dead Poets Society,1989-11-24,Cines,2h 08min,Comedia,Peter Weir,4.0,4.3,2.0, EE.UU., Warner Bros Pictures España ,1989-01-01,16400000,Inglés
Dead Poets Society,1989-11-24,Cines,2h 08min,Comedia dramática,Peter Weir,4.0,4.3,2.0, EE.UU., Warner Bros Pictures España ,1989-01-01,16400000,Inglés
Dead Poets Society,1989-11-24,Cines,2h 08min,Drama,Peter Weir,4.0,4.3,2.0, EE.UU., Warner Bros Pictures España ,1989-01-01,16400000,Inglés
Unforgiven,1992-09-25,Cines,2h 11min,Drama,Clint Eastwood,4.2,4.3,4.5, EE.UU., Warner Bros Pictures España ,1992-01-01,14400000,Inglés
Unforgiven,1992-09-25,Cines,2h 11min,Western,Clint Eastwood,4.2,4.3,4.5, EE.UU., Warner Bros Pictures España ,1992-01-01,14400000,Inglés
Pirates of the Caribbean: The Curse of the Black Pearl,2003-08-12,Cines,2h 23min,Acción,Gore Verbinski,4.2,4.3,2.5, EE.UU., Walt Disney Studios Motion Picture Spain ,2003-01-01,0,Inglés
Pirates of the Caribbean: The Curse of the Black Pearl,2003-08-12,Cines,2h 23min,Aventura,Gore Verbinski,4.2,4.3,2.5, EE.UU., Walt Disney Studios Motion Picture Spain ,2003-01-01,0,Inglés
Pirates of the Caribbean: The Curse of the Black Pearl,2003-08-12,Cines,2h 23min,Fantasía,Gore Verbinski,4.2,4.3,2.5, EE.UU., Walt Disney Studios Motion Picture Spain ,2003-01-01,0,Inglés
Men of Honor,2001-04-20,Cines,2h 09min,Biopic,George Tillman Jr.,3.5,4.3,2.0, EE.UU., Twentieth Century Studios España ,2000-01-01,32000000,Inglés
Men of Honor,2001-04-20,Cines,2h 09min,Drama,George Tillman Jr.,3.5,4.3,2.0, EE.UU., Twentieth Century Studios España ,2000-01-01,32000000,Inglés
Citizen Kane,1966-02-21,Cines,1h 59min,Drama,Orson Welles,5.0,4.3,, EE.UU.,,1941-01-01,686033,Inglés
Harry Potter and the Goblet of Fire,2005-11-25,Cines,2h 37min,Fantasía,Mike Newell,4.2,4.3,3.0, EE.UU., Warner Bros Pictures España ,2005-01-01,150000000,Inglés
Vertigo,1958-07-22,Cines,2h 09min,Drama,Alfred Hitchcock,4.8,4.3,, EE.UU.,,1958-01-01,2479000,Inglés
Vertigo,1958-07-22,Cines,2h 09min,Suspense,Alfred Hitchcock,4.8,4.3,, EE.UU.,,1958-01-01,2479000,Inglés
Tonari no Totoro,2009-10-30,Cines,1h 27min,Animación,Hayao Miyazaki,4.4,4.3,4.0, Japón, Vértigo Films España ,1988-01-01,0,Japonés
1917,2020-01-10,Cines,1h 59min,Drama,Sam Mendes,4.2,4.3,4.5, Gran Bretaña, Entertainment One Films Spain ,2019-01-01,0,Inglés
1917,2020-01-10,Cines,1h 59min,Guerra,Sam Mendes,4.2,4.3,4.5, Gran Bretaña, Entertainment One Films Spain ,2019-01-01,0,Inglés
Ice Age,2002-07-12,Cines,1h 21min,Animación,Chris Wedge,,4.3,3.0, EE.UU., Twentieth Century Studios España ,2002-01-01,60000000,Inglés
Ice Age,2002-07-12,Cines,1h 21min,Animación,Carlos Saldanha,,4.3,3.0, EE.UU., Twentieth Century Studios España ,2002-01-01,60000000,Inglés
Ice Age,2002-07-12,Cines,1h 21min,Comedia,Chris Wedge,,4.3,3.0, EE.UU., Twentieth Century Studios España ,2002-01-01,60000000,Inglés
Ice Age,2002-07-12,Cines,1h 21min,Comedia,Carlos Saldanha,,4.3,3.0, EE.UU., Twentieth Century Studios España ,2002-01-01,60000000,Inglés
Modern Times,2003-08-29,Cines,1h 27min,Comedia,Charles Chaplin,4.6,4.3,5.0, EE.UU., Manga Films S.L. ,1936-01-01,1500000,Inglés
Modern Times,2003-08-29,Cines,1h 27min,Comedia dramática,Charles Chaplin,4.6,4.3,5.0, EE.UU., Manga Films S.L. ,1936-01-01,1500000,Inglés
Modern Times,2003-08-29,Cines,1h 27min,Drama,Charles Chaplin,4.6,4.3,5.0, EE.UU., Manga Films S.L. ,1936-01-01,1500000,Inglés
Modern Times,2003-08-29,Cines,1h 27min,Romántico,Charles Chaplin,4.6,4.3,5.0, EE.UU., Manga Films S.L. ,1936-01-01,1500000,Inglés
Big Fish,2004-03-05,Cines,2h 05min,Comedia dramática,Tim Burton,3.6,4.3,3.5, EE.UU., Columbia TriStar Films de Espana S.A. ,2003-01-01,70000000,Inglés
Big Fish,2004-03-05,Cines,2h 05min,Fantasía,Tim Burton,3.6,4.3,3.5, EE.UU., Columbia TriStar Films de Espana S.A. ,2003-01-01,70000000,Inglés
Lawrence of Arabia,1965-01-01,Cines,3h 36min,Aventura,David Lean,4.5,4.3,, Gran Bretaña,,1962-01-01,15000000,Inglés
Lawrence of Arabia,1965-01-01,Cines,3h 36min,Biopic,David Lean,4.5,4.3,, Gran Bretaña,,1962-01-01,15000000,Inglés
Cast Away,2001-01-19,Cines,2h 23min,Aventura,Robert Zemeckis,4.3,4.3,3.5, EE.UU., Universal Pictures International Spain ,2000-01-01,90000000,Inglés
Cast Away,2001-01-19,Cines,2h 23min,Drama,Robert Zemeckis,4.3,4.3,3.5, EE.UU., Universal Pictures International Spain ,2000-01-01,90000000,Inglés
The Incredibles,2004-11-26,Cines,2h 03min,Acción,Brad Bird,4.3,4.3,5.0, EE.UU., Walt Disney Studios Motion Picture Spain ,2004-01-01,92000000,Inglés
The Incredibles,2004-11-26,Cines,2h 03min,Aventura,Brad Bird,4.3,4.3,5.0, EE.UU., Walt Disney Studios Motion Picture Spain ,2004-01-01,92000000,Inglés
The Incredibles,2004-11-26,Cines,2h 03min,Animación,Brad Bird,4.3,4.3,5.0, EE.UU., Walt Disney Studios Motion Picture Spain ,2004-01-01,92000000,Inglés
The Incredibles,2004-11-26,Cines,2h 03min,Comedia,Brad Bird,4.3,4.3,5.0, EE.UU., Walt Disney Studios Motion Picture Spain ,2004-01-01,92000000,Inglés
The Incredibles,2004-11-26,Cines,2h 03min,Familia,Brad Bird,4.3,4.3,5.0, EE.UU., Walt Disney Studios Motion Picture Spain ,2004-01-01,92000000,Inglés
The Avengers,2012-04-27,Cines,2h 23min,Acción,Joss Whedon,4.1,4.3,4.0, EE.UU., Walt Disney Studios Motion Picture Spain ,2012-01-01,220000000,Inglés
The Avengers,2012-04-27,Cines,2h 23min,Aventura,Joss Whedon,4.1,4.3,4.0, EE.UU., Walt Disney Studios Motion Picture Spain ,2012-01-01,220000000,Inglés
The Avengers,2012-04-27,Cines,2h 23min,Ciencia ficción,Joss Whedon,4.1,4.3,4.0, EE.UU., Walt Disney Studios Motion Picture Spain ,2012-01-01,220000000,Inglés
Logan,2017-03-03,Cines,2h 17min,Acción,James Mangold,3.5,4.3,4.0, EE.UU., Twentieth Century Studios España ,2017-01-01,127000000,Inglés
Logan,2017-03-03,Cines,2h 17min,Ciencia ficción,James Mangold,3.5,4.3,4.0, EE.UU., Twentieth Century Studios España ,2017-01-01,127000000,Inglés
Home Alone,1990-12-21,Cines,1h 43min,Aventura,Chris Columbus,3.2,4.3,4.0, EE.UU., Twentieth Century Studios España ,1990-01-01,15000000,Inglés
Home Alone,1990-12-21,Cines,1h 43min,Comedia,Chris Columbus,3.2,4.3,4.0, EE.UU., Twentieth Century Studios España ,1990-01-01,15000000,Inglés
The Untouchables,1987-10-02,Cines,1h 59min,Crimen,Brian De Palma,4.0,4.3,, EE.UU., Universal Pictures International Spain ,1987-01-01,25000000,Inglés
Big Hero 6,2014-12-19,Cines,1h 42min,Acción,Don Hall,3.9,4.3,4.0, EE.UU., Walt Disney Studios Motion Picture Spain ,2014-01-01,165000000,Inglés
Big Hero 6,2014-12-19,Cines,1h 42min,Acción,Chris Williams (II),3.9,4.3,4.0, EE.UU., Walt Disney Studios Motion Picture Spain ,2014-01-01,165000000,Inglés
Big Hero 6,2014-12-19,Cines,1h 42min,Aventura,Don Hall,3.9,4.3,4.0, EE.UU., Walt Disney Studios Motion Picture Spain ,2014-01-01,165000000,Inglés
Big Hero 6,2014-12-19,Cines,1h 42min,Aventura,Chris Williams (II),3.9,4.3,4.0, EE.UU., Walt Disney Studios Motion Picture Spain ,2014-01-01,165000000,Inglés
Big Hero 6,2014-12-19,Cines,1h 42min,Animación,Don Hall,3.9,4.3,4.0, EE.UU., Walt Disney Studios Motion Picture Spain ,2014-01-01,165000000,Inglés
Big Hero 6,2014-12-19,Cines,1h 42min,Animación,Chris Williams (II),3.9,4.3,4.0, EE.UU., Walt Disney Studios Motion Picture Spain ,2014-01-01,165000000,Inglés
Big Hero 6,2014-12-19,Cines,1h 42min,Comedia,Don Hall,3.9,4.3,4.0, EE.UU., Walt Disney Studios Motion Picture Spain ,2014-01-01,165000000,Inglés
Big Hero 6,2014-12-19,Cines,1h 42min,Comedia,Chris Williams (II),3.9,4.3,4.0, EE.UU., Walt Disney Studios Motion Picture Spain ,2014-01-01,165000000,Inglés
Big Hero 6,2014-12-19,Cines,1h 42min,Familia,Don Hall,3.9,4.3,4.0, EE.UU., Walt Disney Studios Motion Picture Spain ,2014-01-01,165000000,Inglés
Big Hero 6,2014-12-19,Cines,1h 42min,Familia,Chris Williams (II),3.9,4.3,4.0, EE.UU., Walt Disney Studios Motion Picture Spain ,2014-01-01,165000000,Inglés
John Wick: Chapter 3 - Parabellum,2019-05-31,Cines,2h 12min,Acción,Chad Stahelski,4.0,4.3,3.5, EE.UU., Entertainment One Films Spain ,2019-01-01,0,Inglés
Batman Begins,2005-06-17,Cines,2h 20min,Acción,Christopher Nolan,4.8,4.3,3.0, EE.UU., Warner Bros Pictures España ,2005-01-01,150000000,Inglés
Batman Begins,2005-06-17,Cines,2h 20min,Suspense,Christopher Nolan,4.8,4.3,3.0, EE.UU., Warner Bros Pictures España ,2005-01-01,150000000,Inglés
Indiana Jones and the Temple of Doom,1984-10-05,Cines,1h 58min,Acción,Steven Spielberg,,4.3,, EE.UU., Paramount Pictures Spain ,1984-01-01,28000000,Inglés
Indiana Jones and the Temple of Doom,1984-10-05,Cines,1h 58min,Aventura,Steven Spielberg,,4.3,, EE.UU., Paramount Pictures Spain ,1984-01-01,28000000,Inglés
Snatch,2000-11-03,Cines,1h 43min,Comedia,Guy Ritchie,3.1,4.3,3.5, Gran Bretaña, Sony Pictures Releasing de España ,2000-01-01,10000000,Inglés
Snatch,2000-11-03,Cines,1h 43min,Crimen,Guy Ritchie,3.1,4.3,3.5, Gran Bretaña, Sony Pictures Releasing de España ,2000-01-01,10000000,Inglés
Raiders of the Lost Ark,1981-10-09,Cines,1h 56min,Acción,Steven Spielberg,4.7,4.3,, EE.UU., Paramount Pictures Spain ,1981-01-01,22000000,Inglés
Raiders of the Lost Ark,1981-10-09,Cines,1h 56min,Aventura,Steven Spielberg,4.7,4.3,, EE.UU., Paramount Pictures Spain ,1981-01-01,22000000,Inglés
The Matrix,1999-06-25,Cines,2h 15min,Acción,Lana Wachowski,3.7,4.3,, EE.UU., Warner Bros Pictures España ,1999-01-01,63000000,Inglés
The Matrix,1999-06-25,Cines,2h 15min,Acción,Lilly Wachowski,3.7,4.3,, EE.UU., Warner Bros Pictures España ,1999-01-01,63000000,Inglés
The Matrix,1999-06-25,Cines,2h 15min,Ciencia ficción,Lana Wachowski,3.7,4.3,, EE.UU., Warner Bros Pictures España ,1999-01-01,63000000,Inglés
The Matrix,1999-06-25,Cines,2h 15min,Ciencia ficción,Lilly Wachowski,3.7,4.3,, EE.UU., Warner Bros Pictures España ,1999-01-01,63000000,Inglés
The Notebook,2004-10-22,Cines,2h 01min,Drama,Nick Cassavetes,2.9,4.3,3.5, EE.UU., Tripictures ,2004-01-01,30000000,Inglés
The Notebook,2004-10-22,Cines,2h 01min,Romántico,Nick Cassavetes,2.9,4.3,3.5, EE.UU., Tripictures ,2004-01-01,30000000,Inglés
The Super Mario Bros. Movie,2023-04-05,Cines,1h 32min,Animación,Aaron Horvath,,4.3,3.5, EE.UU., Universal Pictures International Spain ,2023-01-01,0,Inglés
The Super Mario Bros. Movie,2023-04-05,Cines,1h 32min,Animación,Michael Jelenic,,4.3,3.5, EE.UU., Universal Pictures International Spain ,2023-01-01,0,Inglés
The Super Mario Bros. Movie,2023-04-05,Cines,1h 32min,Comedia,Aaron Horvath,,4.3,3.5, EE.UU., Universal Pictures International Spain ,2023-01-01,0,Inglés
The Super Mario Bros. Movie,2023-04-05,Cines,1h 32min,Comedia,Michael Jelenic,,4.3,3.5, EE.UU., Universal Pictures International Spain ,2023-01-01,0,Inglés
The Super Mario Bros. Movie,2023-04-05,Cines,1h 32min,Familia,Aaron Horvath,,4.3,3.5, EE.UU., Universal Pictures International Spain ,2023-01-01,0,Inglés
The Super Mario Bros. Movie,2023-04-05,Cines,1h 32min,Familia,Michael Jelenic,,4.3,3.5, EE.UU., Universal Pictures International Spain ,2023-01-01,0,Inglés
Corpse Bride,2005-10-28,Cines,1h 17min,Animación,Mike Johnson,4.4,4.3,3.5, EE.UU., Warner Bros Pictures España ,2004-01-01,40000000,Inglés
Corpse Bride,2005-10-28,Cines,1h 17min,Animación,Tim Burton,4.4,4.3,3.5, EE.UU., Warner Bros Pictures España ,2004-01-01,40000000,Inglés
Corpse Bride,2005-10-28,Cines,1h 17min,Familia,Mike Johnson,4.4,4.3,3.5, EE.UU., Warner Bros Pictures España ,2004-01-01,40000000,Inglés
Corpse Bride,2005-10-28,Cines,1h 17min,Familia,Tim Burton,4.4,4.3,3.5, EE.UU., Warner Bros Pictures España ,2004-01-01,40000000,Inglés
Corpse Bride,2005-10-28,Cines,1h 17min,Fantasía,Mike Johnson,4.4,4.3,3.5, EE.UU., Warner Bros Pictures España ,2004-01-01,40000000,Inglés
Corpse Bride,2005-10-28,Cines,1h 17min,Fantasía,Tim Burton,4.4,4.3,3.5, EE.UU., Warner Bros Pictures España ,2004-01-01,40000000,Inglés
Corpse Bride,2005-10-28,Cines,1h 17min,Comedia musical,Mike Johnson,4.4,4.3,3.5, EE.UU., Warner Bros Pictures España ,2004-01-01,40000000,Inglés
Corpse Bride,2005-10-28,Cines,1h 17min,Comedia musical,Tim Burton,4.4,4.3,3.5, EE.UU., Warner Bros Pictures España ,2004-01-01,40000000,Inglés
Corpse Bride,2005-10-28,Cines,1h 17min,Romántico,Mike Johnson,4.4,4.3,3.5, EE.UU., Warner Bros Pictures España ,2004-01-01,40000000,Inglés
Corpse Bride,2005-10-28,Cines,1h 17min,Romántico,Tim Burton,4.4,4.3,3.5, EE.UU., Warner Bros Pictures España ,2004-01-01,40000000,Inglés
Harry Potter and The Chamber of Secrets,2002-11-29,Cines,2h 38min,Fantasía,Chris Columbus,,4.3,, EE.UU., Warner Bros Pictures España ,2002-01-01,100000000,Inglés
How to Train Your Dragon,2010-03-26,Cines,1h 33min,Aventura,Chris Sanders,3.4,4.3,4.0, EE.UU., Paramount Pictures Spain ,2010-01-01,165000000,Inglés
How to Train Your Dragon,2010-03-26,Cines,1h 33min,Aventura,Dean DeBlois,3.4,4.3,4.0, EE.UU., Paramount Pictures Spain ,2010-01-01,165000000,Inglés
How to Train Your Dragon,2010-03-26,Cines,1h 33min,Animación,Chris Sanders,3.4,4.3,4.0, EE.UU., Paramount Pictures Spain ,2010-01-01,165000000,Inglés
How to Train Your Dragon,2010-03-26,Cines,1h 33min,Animación,Dean DeBlois,3.4,4.3,4.0, EE.UU., Paramount Pictures Spain ,2010-01-01,165000000,Inglés
How to Train Your Dragon,2010-03-26,Cines,1h 33min,Familia,Chris Sanders,3.4,4.3,4.0, EE.UU., Paramount Pictures Spain ,2010-01-01,165000000,Inglés
How to Train Your Dragon,2010-03-26,Cines,1h 33min,Familia,Dean DeBlois,3.4,4.3,4.0, EE.UU., Paramount Pictures Spain ,2010-01-01,165000000,Inglés
John Wick: Chapter Two,2017-04-21,Cines,2h 03min,Acción,Chad Stahelski,3.9,4.3,4.0, EE.UU., Entertainment One Films Spain ,2017-01-01,0,Inglés
Hauru no ugoku shiro,2006-03-03,Cines,1h 59min,Aventura,Hayao Miyazaki,,4.3,4.0, Japón, Aurum ,2004-01-01,0,Inglés
Hauru no ugoku shiro,2006-03-03,Cines,1h 59min,Animación,Hayao Miyazaki,,4.3,4.0, Japón, Aurum ,2004-01-01,0,Inglés
Hauru no ugoku shiro,2006-03-03,Cines,1h 59min,Fantasía,Hayao Miyazaki,,4.3,4.0, Japón, Aurum ,2004-01-01,0,Inglés
El Secreto de Sus Ojos,2009-09-25,Cines,2h 09min,Crimen,Juan José Campanella,3.8,4.3,3.0, España, Alta Films ,2009-01-01,2000000,Inglés
El Secreto de Sus Ojos,2009-09-25,Cines,2h 09min,Drama,Juan José Campanella,3.8,4.3,3.0, España, Alta Films ,2009-01-01,2000000,Inglés
El Secreto de Sus Ojos,2009-09-25,Cines,2h 09min,Romántico,Juan José Campanella,3.8,4.3,3.0, España, Alta Films ,2009-01-01,2000000,Inglés
El Secreto de Sus Ojos,2009-09-25,Cines,2h 09min,Suspense,Juan José Campanella,3.8,4.3,3.0, España, Alta Films ,2009-01-01,2000000,Inglés
American Beauty,2000-01-28,Cines,2h 02min,Drama,Sam Mendes,4.9,4.3,4.0, EE.UU., Universal Pictures International Spain ,1999-01-01,15000000,Inglés
The Great Escape,1963-11-11,Cines,2h 49min,Aventura,John Sturges,5.0,4.3,, EE.UU.,,1963-01-01,4000000,Inglés
The Great Escape,1963-11-11,Cines,2h 49min,Drama,John Sturges,5.0,4.3,, EE.UU.,,1963-01-01,4000000,Inglés
Harry Potter and the Order of the Phoenix,2007-07-13,Cines,2h 18min,Aventura,David Yates,4.3,4.3,3.0, EE.UU., Warner Bros Pictures España ,2007-01-01,150000000,Inglés
Harry Potter and the Order of the Phoenix,2007-07-13,Cines,2h 18min,Drama,David Yates,4.3,4.3,3.0, EE.UU., Warner Bros Pictures España ,2007-01-01,150000000,Inglés
Harry Potter and the Order of the Phoenix,2007-07-13,Cines,2h 18min,Familia,David Yates,4.3,4.3,3.0, EE.UU., Warner Bros Pictures España ,2007-01-01,150000000,Inglés
Harry Potter and the Order of the Phoenix,2007-07-13,Cines,2h 18min,Fantasía,David Yates,4.3,4.3,3.0, EE.UU., Warner Bros Pictures España ,2007-01-01,150000000,Inglés
Shutter Island,2010-02-19,Cines,2h 17min,Suspense,Martin Scorsese,2.2,4.3,4.0, EE.UU., Vértice Cine ,2010-01-01,80000000,Inglés
